NO,KODE,Nama Prodi,JENJANG,DAYA TAMPUNG 2025,PEMINAT 2024,JENIS PORTOFOLIO,KAB / KOTA,Universitas,PROVINSI-1,PROVINSI-2,SITUS_WEB,Kelompok,Rasio Peminat,Kategori,Gaji Minimal,Gaji Maksimal,Prospek Kerja 1,Prospek Kerja 2,Prospek Kerja 3,Prospek Kerja 4,Hasil,Bidang Ilmu
7,15111007,TEKNIK LINGKUNGAN,Sarjana,18,114,Tidak Ada,Kota Pontianak,UNIVERSITAS TANJUNGPURA,Kalimantan Barat,,https://scmb.untan.ac.id,Teknik Lingkungan & Sipil,"7,14",Sedang,Rp5.000.000,Rp9.000.000,Manajer Lingkungan,Konsultan Lingkungan,Insinyur Sipil,Pengelola Proyek Konstruksi,Sangat Prospektif,Saintek
31,15111031,TEKNIK MESIN,Sarjana,14,104,Tidak Ada,Kota Pontianak,UNIVERSITAS TANJUNGPURA,Kalimantan Barat,,https://scmb.untan.ac.id,Teknik Mesin,"6,81",Sepi Peminat,Rp6.000.000,Rp14.000.000,Insinyur Mesin,Teknisi,Operator,Mekanik,Sangat Prospektif,Saintek
26,15111026,TEKNIK PERTAMBANGAN,Sarjana,16,273,Tidak Ada,Kota Pontianak,UNIVERSITAS TANJUNGPURA,Kalimantan Barat,,https://scmb.untan.ac.id,Teknik Pertambangan & Geologi,"12,33",Sedang,Rp6.000.000,Rp12.000.000,Insinyur Pertambangan,Geolog,Konsultan Geoteknik,Pengelola Tambang,Sangat Prospektif,Saintek
2,15111002,TEKNIK SIPIL,Sarjana,32,360,Tidak Ada,Kota Pontianak,UNIVERSITAS TANJUNGPURA,Kalimantan Barat,,https://scmb.untan.ac.id,Teknik Sipil & Lingkungan,"8,12",Sedang,Rp5.000.000,Rp9.000.000,Insinyut Sipil,Konsultan Konstruksi,Manajer Proyek,Pengelola Infrastruktur,Sangat Prospektif,Saintek
50,15311051,ADMINISTRASI BISNIS,Sarjana,30,813,Tidak Ada,Kota Banjarmasin,UNIVERSITAS LAMBUNG MANGKURAT,Kalimantan Selatan,,https://pmb.ulm.ac.id/,Administrasi Bisnis & Manajemen,"14,07",Sedang,Rp4.000.000,Rp7.000.000,Staf Administrasi Bisnis,Sales Analyst,,,Cukup Potensial,Saintek
49,15311050,ADMINISTRASI PUBLIK,Sarjana,30,555,Tidak Ada,Kota Banjarmasin,UNIVERSITAS LAMBUNG MANGKURAT,Kalimantan Selatan,,https://pmb.ulm.ac.id/,Administrasi Publik & Kebijakan,"8,97",Sedang,Rp3.000.000,Rp6.000.000,Analis Kebijakan Publik,Staf Perencanaan,,,Cukup Potensial,Soshum
5,15311005,AGRIBISNIS,Sarjana,25,165,Tidak Ada,Kota Banjarmasin,UNIVERSITAS LAMBUNG MANGKURAT,Kalimantan Selatan,,https://pmb.ulm.ac.id/,Pertanian & Agribisnis,"4,50",Sepi Peminat,Rp3.500.000,Rp6.500.000,Manajer Kebun,Konsultan Agribisnis,Petani,,Sangat Potensial,Soshum
4,15311004,AGROEKOTEKNOLOGI,Sarjana,30,87,Tidak Ada,Kota Banjarmasin,UNIVERSITAS LAMBUNG MANGKURAT,Kalimantan Selatan,,https://pmb.ulm.ac.id/,Pertanian & Agribisnis,"4,50",Sepi Peminat,Rp3.500.000,Rp6.500.000,Manajer Kebun,Konsultan Agribisnis,Petani,,Sangat Potensial,Soshum
33,15311034,AGRONOMI,Sarjana,19,39,Tidak Ada,Kota Banjarmasin,UNIVERSITAS LAMBUNG MANGKURAT,Kalimantan Selatan,,https://pmb.ulm.ac.id/,Pertanian & Agroteknologi,"4,37",Sepi Peminat,Rp3.500.000,Rp6.500.000,Teknisi Pertanian,Peneliti Argoteknologi,Konsultan Teknologi Pertanian,Petani,Sangat Prospektif,Saintek
9,15311009,AKUAKULTUR,Sarjana,22,13,Tidak Ada,Kota Banjarmasin,UNIVERSITAS LAMBUNG MANGKURAT,Kalimantan Selatan,,https://pmb.ulm.ac.id/,Perikanan & Budidaya Air,"1,35",Sepi Peminat,Rp4.000.000,Rp9.000.000,Ahli Budidaya Ikan,Teknisi Akuakultur,Penyuluh Perikanan,Konsultan Budidaya Air,Sangat Prospektif,Saintek
69,15313067,AKUNTANSI,Diploma Tiga,31,32,Tidak Ada,Kota Banjarmasin,UNIVERSITAS LAMBUNG MANGKURAT,Kalimantan Selatan,,https://pmb.ulm.ac.id/,Akuntansi & Keuangan,"10,10",Sedang,Rp4.000.000,Rp8.000.000,Akuntan,Analisis Finansial,Staf Akuntansi,Auditor,Sangat Prospektif,Soshum
48,15311049,AKUNTANSI,Sarjana,42,754,Tidak Ada,Kota Banjarmasin,UNIVERSITAS LAMBUNG MANGKURAT,Kalimantan Selatan,,https://pmb.ulm.ac.id/,Akuntansi & Keuangan,"10,10",Sedang,Rp4.000.000,Rp8.000.000,Akuntan,Analisis Finansial,Staf Akuntansi,Auditor,Sangat Prospektif,Soshum
67,15311070,ANTROPOLOGI,Sarjana,8,,Tidak Ada,Kota Banjarmasin,UNIVERSITAS LAMBUNG MANGKURAT,Kalimantan Selatan,,https://pmb.ulm.ac.id/,Antropologi & Sosial Budaya,"4,60",Sepi Peminat,Rp3.000.000,Rp5.000.000,Peneliti Sosial Budaya,Konsultan CSR,,,Cukup Potensial,Soshum
15,15311015,ARSITEKTUR,Sarjana,24,182,Tidak Ada,Kota Banjarmasin,UNIVERSITAS LAMBUNG MANGKURAT,Kalimantan Selatan,,https://pmb.ulm.ac.id/,Arsitektur & Desain,"7,35",Sedang,Rp4.000.000,Rp7.000.000,Arsitek,Desainer Interior,Pelukis,,Sangat Potensial,Saintek
55,15311056,BIMBINGAN DAN KONSELING,Sarjana,30,163,Tidak Ada,Kota Banjarmasin,UNIVERSITAS LAMBUNG MANGKURAT,Kalimantan Selatan,,https://pmb.ulm.ac.id/,Bimbingan & Konseling,"12,85",Sedang,Rp3.000.000,Rp5.000.000,Guru BK,Konselor Keluagra dan Remaja,Staf HRD,,Sangat Potensial,Soshum
24,15311024,BIOLOGI,Sarjana,15,56,Tidak Ada,Kota Banjarmasin,UNIVERSITAS LAMBUNG MANGKURAT,Kalimantan Selatan,,https://pmb.ulm.ac.id/,Biologi & Sains Hayati,"4,23",Sepi Peminat,Rp3.000.000,Rp6.000.000,Peneliti Biologi,Analisis Laboratorium,Dosen,,Sangat Potensial,Saintek
46,15311047,EKONOMI PEMBANGUNAN,Sarjana,32,155,Tidak Ada,Kota Banjarmasin,UNIVERSITAS LAMBUNG MANGKURAT,Kalimantan Selatan,,https://pmb.ulm.ac.id/,Ekonomi & Studi Pembangunan,"5,84",Sepi Peminat,Rp4.000.000,Rp8.000.000,Ekonom,Analis Kebijakan Publik,Staf Perencanaan Pembangunan,,Sangat Potensial,Soshum
26,15311026,FARMASI,Sarjana,16,772,Tidak Ada,Kota Banjarmasin,UNIVERSITAS LAMBUNG MANGKURAT,Kalimantan Selatan,,https://pmb.ulm.ac.id/,Farmasi & Kesehatan,"25,28",Ramai Peminat,Rp4.000.000,Rp8.000.000,Apoteker,Tenaga Medis Kefarmasian,Staf BPOM,Medical Representative,Sangat Prospektif,Saintek
25,15311025,FISIKA,Sarjana,15,20,Tidak Ada,Kota Banjarmasin,UNIVERSITAS LAMBUNG MANGKURAT,Kalimantan Selatan,,https://pmb.ulm.ac.id/,Fisika & Sains Dasar,"2,12",Sepi Peminat,Rp3.800.000,Rp8.000.000,Peneliti,Data Analyst,,,Cukup Potensial,Saintek
39,15311040,GEOGRAFI,Sarjana,30,63,Tidak Ada,Kota Banjarmasin,UNIVERSITAS LAMBUNG MANGKURAT,Kalimantan Selatan,,https://pmb.ulm.ac.id/,Geografi & Lingkungan,"4,65",Sepi Peminat,Rp4.000.000,Rp6.500.000,Staf GIS,Perencana Tata Ruang,Konsultan Mitigasi Bencana,,Sangat Potensial,Soshum
45,15311046,HUKUM,Sarjana,120,909,Tidak Ada,Kota Banjarmasin,UNIVERSITAS LAMBUNG MANGKURAT,Kalimantan Selatan,,https://pmb.ulm.ac.id/,Hukum & Sosial Politik,"6,92",Sepi Peminat,Rp4.000.000,Rp7.000.000,Pengacara,Konsultan Hukum,Analis Kebijakan Publik,,Sangat Potensial,Soshum
13,15311013,ILMU KELAUTAN,Sarjana,22,50,Tidak Ada,Kota Banjarmasin,UNIVERSITAS LAMBUNG MANGKURAT,Kalimantan Selatan,,https://pmb.ulm.ac.id/,Ilmu Kelautan & Perikanan,"2,91",Sepi Peminat,Rp4.000.000,Rp10.000.000,Peneliti Kelautan,Konsultan Lingkungan Laut,Manajer Usaha Perikanan,Teknisi Laboratorium Perikanan,Sangat Prospektif,Saintek
27,15311027,ILMU KOMPUTER,Sarjana,14,518,Tidak Ada,Kota Banjarmasin,UNIVERSITAS LAMBUNG MANGKURAT,Kalimantan Selatan,,https://pmb.ulm.ac.id/,Teknik Informatika & Ilmu Komputer,"16,40",Ramai Peminat,Rp5.000.000,Rp10.000.000,Pengembang Software,Konsultan TI,Pengembang Web,Analis Data,Sangat Prospektif,Saintek
52,15311053,ILMU KOMUNIKASI,Sarjana,30,594,Tidak Ada,Kota Banjarmasin,UNIVERSITAS LAMBUNG MANGKURAT,Kalimantan Selatan,,https://pmb.ulm.ac.id/,Ilmu Komunikasi & Media,"16,38",Ramai Peminat,Rp3.500.000,Rp6.500.000,Public Relations Officer,Jurnalis,Content Creator,Event Organizer,Sangat Prospektif,Soshum
51,15311052,ILMU PEMERINTAHAN,Sarjana,30,295,Tidak Ada,Kota Banjarmasin,UNIVERSITAS LAMBUNG MANGKURAT,Kalimantan Selatan,,https://pmb.ulm.ac.id/,Ilmu Pemerintahan & Sosial,"6,69",Sepi Peminat,Rp3.500.000,Rp6.500.000,Staf Administrasi Pemerintahan,Analis Kebijakan Publik,,,Cukup Potensial,Soshum
31,15311032,ILMU TANAH,Sarjana,19,34,Tidak Ada,Kota Banjarmasin,UNIVERSITAS LAMBUNG MANGKURAT,Kalimantan Selatan,,https://pmb.ulm.ac.id/,Pertanian & Ilmu Tanah,"2,63",Sepi Peminat,Rp4.000.000,Rp10.000.000,Agronomis,Peneliti Pertanian,Penyuluh Pertanian,Manajer Proyek Pertanian,Sangat Prospektif,Soshum
20,15311020,KEDOKTERAN,Sarjana,30,869,Tidak Ada,Kota Banjarmasin,UNIVERSITAS LAMBUNG MANGKURAT,Kalimantan Selatan,,https://pmb.ulm.ac.id/,Kedokteran,"22,63",Ramai Peminat,Rp8.000.000,Rp15.000.000,Dokter Umum,Dokter Spesialis,Tenaga Kesehatan,,Sangat Potensial,Saintek
34,15311035,KEDOKTERAN GIGI,Sarjana,20,405,Tidak Ada,Kota Banjarmasin,UNIVERSITAS LAMBUNG MANGKURAT,Kalimantan Selatan,,https://pmb.ulm.ac.id/,Kedokteran Gigi,"17,37",Ramai Peminat,Rp7.000.000,Rp12.000.000,Dokter Gigi Umum,Dokter Gigi Spesialis,Tenaga Kesehatan,Konsultan Kesehatan Gigi,Sangat Prospektif,Saintek
28,15311028,KEHUTANAN,Sarjana,68,227,Tidak Ada,Kota Banjarmasin,UNIVERSITAS LAMBUNG MANGKURAT,Kalimantan Selatan,,https://pmb.ulm.ac.id/,Kehutanan & Lingkungan,"4,00",Sepi Peminat,Rp4.500.000,Rp11.000.000,Rimbawan,Peneliti Konservasi,Petugas Taman Nasional,Konsultan Lingkungan,Sangat Prospektif,Soshum
30,15311030,KEPERAWATAN,Sarjana,24,654,Tidak Ada,Kota Banjarmasin,UNIVERSITAS LAMBUNG MANGKURAT,Kalimantan Selatan,,https://pmb.ulm.ac.id/,Kesehatan & Keperawatan,"18,89",Ramai Peminat,Rp3.500.000,Rp6.500.000,Perawat,Konsultan Kesehatan,Tenaga Kesehatan,,Sangat Potensial,Saintek
21,15311021,KESEHATAN MASYARAKAT,Sarjana,25,669,Tidak Ada,Kota Banjarmasin,UNIVERSITAS LAMBUNG MANGKURAT,Kalimantan Selatan,,https://pmb.ulm.ac.id/,Kesehatan Masyarakat & Lingkungan,"13,06",Sedang,Rp3.500.000,Rp6.500.000,Staf Kesehatan Masyarakat,Analis Lingkungan Kesehatan,,,Cukup Potensial,Soshum
23,15311023,KIMIA,Sarjana,15,43,Tidak Ada,Kota Banjarmasin,UNIVERSITAS LAMBUNG MANGKURAT,Kalimantan Selatan,,https://pmb.ulm.ac.id/,Kimia & Sains Dasar,"4,01",Sepi Peminat,Rp4.500.000,Rp12.000.000,Analis Kimia,Peneliti Sains,Quality Control Industri,Profesor,Sangat Prospektif,Saintek
47,15311048,MANAJEMEN,Sarjana,50,1418,Tidak Ada,Kota Banjarmasin,UNIVERSITAS LAMBUNG MANGKURAT,Kalimantan Selatan,,https://pmb.ulm.ac.id/,Manajemen & Bisnis,"15,97",Sedang,Rp4.000.000,Rp7.000.000,Manajemen,Analis Bisnis,Konsultan Manajemen,,Sangat Potensial,Soshum
11,15311011,MANAJEMEN SUMBER DAYA PERAIRAN,Sarjana,22,23,Tidak Ada,Kota Banjarmasin,UNIVERSITAS LAMBUNG MANGKURAT,Kalimantan Selatan,,https://pmb.ulm.ac.id/,Perikanan & Kelautan,"2,09",Sepi Peminat,Rp4.000.000,Rp9.000.000,Ahli Perikanan,Quality Control,Penyuluh Perikanan,Konsultan Kelautan,Sangat Prospektif,Saintek
22,15311022,MATEMATIKA,Sarjana,15,68,Tidak Ada,Kota Banjarmasin,UNIVERSITAS LAMBUNG MANGKURAT,Kalimantan Selatan,,https://pmb.ulm.ac.id/,Matematika & Sains Dasar,"4,11",Sepi Peminat,Rp3.500.000,Rp6.000.000,Analis Data,Peneliti,Dosen,Data Scientist,Sangat Prospektif,Soshum
43,15311044,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,Sarjana,20,168,Tidak Ada,Kota Banjarmasin,UNIVERSITAS LAMBUNG MANGKURAT,Kalimantan Selatan,,https://pmb.ulm.ac.id/,Pendidikan Bahasa  & Sastra Indonesia,"7,84",Sedang,Rp3.000.000,Rp5.500.000,Guru Bahasa Indonesia,Penulis,,,Cukup Potensial,Soshum
44,15311045,PENDIDIKAN BAHASA INGGRIS,Sarjana,30,242,Tidak Ada,Kota Banjarmasin,UNIVERSITAS LAMBUNG MANGKURAT,Kalimantan Selatan,,https://pmb.ulm.ac.id/,Pendidikan Bahasa Inggris,"6,87",Sepi Peminat,Rp3.500.000,Rp6.000.000,Guru Bahasa Inggris,Penerjemah,Penulis,Tour Guide,Sangat Prospektif,Soshum
2,15311002,PENDIDIKAN BIOLOGI,Sarjana,30,80,Tidak Ada,Kota Banjarmasin,UNIVERSITAS LAMBUNG MANGKURAT,Kalimantan Selatan,,https://pmb.ulm.ac.id/,Pendidikan Sains & Biologi,"5,40",Sepi Peminat,Rp3.500.000,Rp6.000.000,Guru Biologi,Asisten Laboratorium Pendidikan,,,Cukup Potensial,Soshum
42,15311043,PENDIDIKAN EKONOMI,Sarjana,18,76,Tidak Ada,Kota Banjarmasin,UNIVERSITAS LAMBUNG MANGKURAT,Kalimantan Selatan,,https://pmb.ulm.ac.id/,Ekonomi & Studi Pembangunan,"5,84",Sepi Peminat,Rp4.000.000,Rp8.000.000,Ekonom,Analis Kebijakan Publik,Staf Perencanaan Pembangunan,,Sangat Potensial,Soshum
29,15311029,PENDIDIKAN FISIKA,Sarjana,20,30,Tidak Ada,Kota Banjarmasin,UNIVERSITAS LAMBUNG MANGKURAT,Kalimantan Selatan,,https://pmb.ulm.ac.id/,Pendidikan Fisika & IPA,"2,53",Sepi Peminat,Rp4.000.000,Rp8.000.000,Guru IPA,Pengembang Konten Edukasi,Peneliti Fisika,,Sangat Potensial,Saintek
53,15311054,PENDIDIKAN GEOGRAFI,Sarjana,18,55,Tidak Ada,Kota Banjarmasin,UNIVERSITAS LAMBUNG MANGKURAT,Kalimantan Selatan,,https://pmb.ulm.ac.id/,Pendidikan Geografi & Lingkungan,"4,48",Sepi Peminat,Rp3.000.000,Rp5.500.000,Guru Geografi,Pengelola Lingkungan,Staf Edukasi Lingkungan,,Sangat Potensial,Soshum
59,15311060,PENDIDIKAN GURU PENDIDIKAN ANAK USIA DINI,Sarjana,54,97,Tidak Ada,Kota Banjarmasin,UNIVERSITAS LAMBUNG MANGKURAT,Kalimantan Selatan,,https://pmb.ulm.ac.id/,Pendidikan Guru & PAUD,"10,72",Sedang,Rp3.000.000,Rp5.000.000,Guru PAUD,Pengelola TK,Konsultan Pendidikan Anak Usia Dini,,Sangat Potensial,Soshum
58,15311059,PENDIDIKAN GURU SEKOLAH DASAR,Sarjana,104,729,Tidak Ada,Kota Banjarmasin,UNIVERSITAS LAMBUNG MANGKURAT,Kalimantan Selatan,,https://pmb.ulm.ac.id/,Pendidikan Guru & PAUD,"10,72",Sedang,Rp3.000.000,Rp5.000.000,Guru PAUD,Pengelola TK,Konsultan Pendidikan Anak Usia Dini,,Sangat Potensial,Soshum
36,15311037,PENDIDIKAN IPA,Sarjana,22,54,Tidak Ada,Kota Banjarmasin,UNIVERSITAS LAMBUNG MANGKURAT,Kalimantan Selatan,,https://pmb.ulm.ac.id/,Pendidikan IPA & Sains,"4,44",Sepi Peminat,Rp3.500.000,Rp6.000.000,Guru IPA,Asisten Laboratorium Sekolah,Trainer Sains,,Sangat Potensial,Soshum
62,15311063,PENDIDIKAN IPS,Sarjana,20,62,Tidak Ada,Kota Banjarmasin,UNIVERSITAS LAMBUNG MANGKURAT,Kalimantan Selatan,,https://pmb.ulm.ac.id/,Pendidikan IPS & Sosial,"5,78",Sepi Peminat,Rp3.000.000,Rp5.500.000,Guru IPS,Analis Sosial,,,Cukup Potensial,Soshum
57,15311058,PENDIDIKAN JASMANI,Sarjana,42,120,Olahraga,Kota Banjarmasin,UNIVERSITAS LAMBUNG MANGKURAT,Kalimantan Selatan,,https://pmb.ulm.ac.id/,Pendidikan Jasmani & Olahraga,"4,30",Sepi Peminat,Rp3.000.000,Rp5.500.000,Guru Olahraga,Pelatih Olahraga,Fisioterapis,,Sangat Potensial,Saintek
56,15311057,PENDIDIKAN KHUSUS,Sarjana,30,62,Tidak Ada,Kota Banjarmasin,UNIVERSITAS LAMBUNG MANGKURAT,Kalimantan Selatan,,https://pmb.ulm.ac.id/,Pendidikan Khusus,"3,92",Sepi Peminat,Rp4.000.000,Rp9.000.000,Guru SLB,Terapis Pendidikan Khusus,Konselor Anak Berkebutuhan Khusus,,Sangat Potensial,Soshum
3,15311003,PENDIDIKAN KIMIA,Sarjana,27,36,Tidak Ada,Kota Banjarmasin,UNIVERSITAS LAMBUNG MANGKURAT,Kalimantan Selatan,,https://pmb.ulm.ac.id/,Pendidikan Kimia & IPA,"2,99",Sepi Peminat,Rp4.000.000,Rp8.000.000,Guru Kimia,Analis Kimia,Peneliti Kimia,Profesi Laboratorium,Sangat Prospektif,Soshum
35,15311036,PENDIDIKAN KOMPUTER,Sarjana,15,116,Tidak Ada,Kota Banjarmasin,UNIVERSITAS LAMBUNG MANGKURAT,Kalimantan Selatan,,https://pmb.ulm.ac.id/,Pendidikan Teknologi Informasi,"7,97",Sedang,Rp4.000.000,Rp7.000.000,Guru TIK,Instruktur Pelatihan TI,,,Cukup Potensial,Soshum
1,15311001,PENDIDIKAN MATEMATIKA,Sarjana,30,131,Tidak Ada,Kota Banjarmasin,UNIVERSITAS LAMBUNG MANGKURAT,Kalimantan Selatan,,https://pmb.ulm.ac.id/,Pendidikan Matematika & IPA,"5,57",Sepi Peminat,Rp3.500.000,Rp6.000.000,Guru Matematika,Pengembang Kurikulum Sains,Asisten Peneliti,,Sangat Potensial,Saintek
41,15311042,PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,Sarjana,30,86,Tidak Ada,Kota Banjarmasin,UNIVERSITAS LAMBUNG MANGKURAT,Kalimantan Selatan,,https://pmb.ulm.ac.id/,Pendidikan Sosial & Kewarganegaraan,"7,25",Sedang,Rp3.000.000,Rp5.500.000,Guru PPKn,Pengembang Materi Kewarganegaraan,,,Cukup Potensial,Soshum
40,15311041,PENDIDIKAN SEJARAH,Sarjana,16,67,Tidak Ada,Kota Banjarmasin,UNIVERSITAS LAMBUNG MANGKURAT,Kalimantan Selatan,,https://pmb.ulm.ac.id/,Pendidikan Sejarah & Sosial,"6,44",Sepi Peminat,Rp3.000.000,Rp5.500.000,Guru Sejarah,Pemandu Wisata Sejarah,,,Cukup Potensial,Soshum
60,15311061,PENDIDIKAN SENI PERTUNJUKAN,Sarjana,24,37,Sendratasik,Kota Banjarmasin,UNIVERSITAS LAMBUNG MANGKURAT,Kalimantan Selatan,,https://pmb.ulm.ac.id/,Pendidikan Seni & Kreativitas,"3,04",Sepi Peminat,Rp3.500.000,Rp9.000.000,Guru Seni,Art Director,Animator,Ilustrator,Sangat Prospektif,Soshum
54,15311055,PENDIDIKAN SOSIOLOGI,Sarjana,30,75,Tidak Ada,Kota Banjarmasin,UNIVERSITAS LAMBUNG MANGKURAT,Kalimantan Selatan,,https://pmb.ulm.ac.id/,Pendidikan Sosial & Budaya,"7,01",Sedang,Rp3.000.000,Rp5.500.000,Guru IPS,Peneliti Sosial Budaya,,,Cukup Potensial,Soshum
10,15311010,PERIKANAN TANGKAP,Sarjana,22,10,Tidak Ada,Kota Banjarmasin,UNIVERSITAS LAMBUNG MANGKURAT,Kalimantan Selatan,,https://pmb.ulm.ac.id/,Perikanan & Kelautan,"2,09",Sepi Peminat,Rp4.000.000,Rp9.000.000,Ahli Perikanan,Quality Control,Penyuluh Perikanan,Konsultan Kelautan,Sangat Prospektif,Saintek
68,15313066,PERPAJAKAN,Diploma Tiga,24,61,Tidak Ada,Kota Banjarmasin,UNIVERSITAS LAMBUNG MANGKURAT,Kalimantan Selatan,,https://pmb.ulm.ac.id/,Perpajakan & Keuangan,"6,87",Sepi Peminat,Rp4.000.000,Rp7.000.000,Staf Pajak,Konsultan Perpajakan,Analis Keuangan,Auditor Pajak,Sangat Prospektif,Saintek
6,15311006,PETERNAKAN,Sarjana,20,58,Tidak Ada,Kota Banjarmasin,UNIVERSITAS LAMBUNG MANGKURAT,Kalimantan Selatan,,https://pmb.ulm.ac.id/,Peternakan & Perikanan,"2,53",Sepi Peminat,Rp4.000.000,Rp9.000.000,Peternak Profesional,Manajer Usaha Perikanan,Penyuluh Peternakan,,Sangat Potensial,Saintek
32,15311033,PROTEKSI TANAMAN,Sarjana,19,26,Tidak Ada,Kota Banjarmasin,UNIVERSITAS LAMBUNG MANGKURAT,Kalimantan Selatan,,https://pmb.ulm.ac.id/,Pertanian & Proteksi Tanaman,"1,98",Sepi Peminat,Rp3.800.000,Rp8.500.000,Penyuluh Pertanian,Ahli Tanaman,Peneliti Pertanian,Konsultan Pangan,Sangat Prospektif,Soshum
63,15311064,PSIKOLOGI,Sarjana,24,657,Tidak Ada,Kota Banjarmasin,UNIVERSITAS LAMBUNG MANGKURAT,Kalimantan Selatan,,https://pmb.ulm.ac.id/,Psikologi & Sosial,"18,51",Ramai Peminat,Rp3.500.000,Rp6.500.000,Psikolog,Konselor,HRD,Peneliti Sosial,Sangat Prospektif,Saintek
66,15311069,REKAYASA ELEKTRO,Sarjana,11,33,Tidak Ada,Kota Banjarmasin,UNIVERSITAS LAMBUNG MANGKURAT,Kalimantan Selatan,,https://pmb.ulm.ac.id/,Teknik Elektro & Elektronika,"5,96",Sepi Peminat,Rp7.000.000,Rp12.000.000,Insinyur Listrik,Insinyul Eklektronika,Software Engineer,Desainer Sistem Otomasi,Sangat Prospektif,Saintek
65,15311068,REKAYASA GEOLOGI,Sarjana,11,47,Tidak Ada,Kota Banjarmasin,UNIVERSITAS LAMBUNG MANGKURAT,Kalimantan Selatan,,https://pmb.ulm.ac.id/,Geologi & Kebumian,"5,35",Sepi Peminat,Rp5.000.000,Rp9.000.000,Geologist ,Surveyor Geospasial,Konsultan Geoteknik,Peneliti ESDM,Sangat Prospektif,Saintek
12,15311012,SOSIAL EKONOMI PERIKANAN,Sarjana,22,18,Tidak Ada,Kota Banjarmasin,UNIVERSITAS LAMBUNG MANGKURAT,Kalimantan Selatan,,https://pmb.ulm.ac.id/,Perikanan & Ekonomi,"1,36",Sepi Peminat,Rp4.000.000,Rp9.000.000,Analis Usaha Perikanan,Konsultan Perikanan,Quality Control,,Sangat Potensial,Saintek
64,15311065,SOSIOLOGI,Sarjana,30,83,Tidak Ada,Kota Banjarmasin,UNIVERSITAS LAMBUNG MANGKURAT,Kalimantan Selatan,,https://pmb.ulm.ac.id/,Sosiologi & Sosial,"4,45",Sepi Peminat,Rp3.500.000,Rp6.000.000,Peneliti Sosial  ,Konsultan LSM,Guru Sosiologi,,Sangat Potensial,Soshum
38,15311039,STATISTIKA,Sarjana,15,113,Tidak Ada,Kota Banjarmasin,UNIVERSITAS LAMBUNG MANGKURAT,Kalimantan Selatan,,https://pmb.ulm.ac.id/,Statistika & Data Science,"7,65",Sedang,Rp4.000.000,Rp7.000.000,Analis Data,Data Scientist,Statistik,Konsultan Riset,Sangat Prospektif,Soshum
17,15311017,TEKNIK KIMIA,Sarjana,24,89,Tidak Ada,Kota Banjarmasin,UNIVERSITAS LAMBUNG MANGKURAT,Kalimantan Selatan,,https://pmb.ulm.ac.id/,Teknik Kimia & Material,"6,29",Sepi Peminat,Rp5.000.000,Rp9.000.000,Insinyur Kimia,Peneliti,Teknisi Laboratorium,Konsultan Kimia,Sangat Prospektif,Saintek
18,15311018,TEKNIK LINGKUNGAN,Sarjana,24,196,Tidak Ada,Kota Banjarmasin,UNIVERSITAS LAMBUNG MANGKURAT,Kalimantan Selatan,,https://pmb.ulm.ac.id/,Teknik Lingkungan & Sipil,"7,14",Sedang,Rp5.000.000,Rp9.000.000,Manajer Lingkungan,Konsultan Lingkungan,Insinyur Sipil,Pengelola Proyek Konstruksi,Sangat Prospektif,Saintek
19,15311019,TEKNIK MESIN,Sarjana,27,144,Tidak Ada,Kota Banjarmasin,UNIVERSITAS LAMBUNG MANGKURAT,Kalimantan Selatan,,https://pmb.ulm.ac.id/,Teknik Mesin,"6,81",Sepi Peminat,Rp6.000.000,Rp14.000.000,Insinyur Mesin,Teknisi,Operator,Mekanik,Sangat Prospektif,Saintek
16,15311016,TEKNIK PERTAMBANGAN,Sarjana,27,474,Tidak Ada,Kota Banjarmasin,UNIVERSITAS LAMBUNG MANGKURAT,Kalimantan Selatan,,https://pmb.ulm.ac.id/,Teknik Pertambangan & Geologi,"12,33",Sedang,Rp6.000.000,Rp12.000.000,Insinyur Pertambangan,Geolog,Konsultan Geoteknik,Pengelola Tambang,Sangat Prospektif,Saintek
14,15311014,TEKNIK SIPIL,Sarjana,60,440,Tidak Ada,Kota Banjarmasin,UNIVERSITAS LAMBUNG MANGKURAT,Kalimantan Selatan,,https://pmb.ulm.ac.id/,Teknik Sipil & Lingkungan,"8,12",Sedang,Rp5.000.000,Rp9.000.000,Insinyut Sipil,Konsultan Konstruksi,Manajer Proyek,Pengelola Infrastruktur,Sangat Prospektif,Saintek
8,15311008,TEKNOLOGI HASIL PERIKANAN,Sarjana,22,18,Tidak Ada,Kota Banjarmasin,UNIVERSITAS LAMBUNG MANGKURAT,Kalimantan Selatan,,https://pmb.ulm.ac.id/,Teknologi Perikanan & Kelautan,"2,15",Sepi Peminat,Rp4.000.000,Rp9.000.000,Teknolog Perikanan,Quality Assurance,Konsultan Budidaya Ikan,,Sangat Potensial,Saintek
7,15311007,TEKNOLOGI INDUSTRI PERTANIAN,Sarjana,17,82,Tidak Ada,Kota Banjarmasin,UNIVERSITAS LAMBUNG MANGKURAT,Kalimantan Selatan,,https://pmb.ulm.ac.id/,Teknologi Pertanian & Industri,"4,40",Sepi Peminat,Rp3.000.000,Rp6.000.000,Peneliti Pertanian,Argonom,Quality Control,,Sangat Potensial,Saintek
